time,close,open,high,low,volume
2001-06-15,733.9574822812826,733.9574822812826,735.4253972458451,732.4895673167201,10000
2001-06-18,730.1373105359821,730.1373105359821,731.5975851570541,728.6770359149101,10000
2001-06-19,727.6307088853437,727.6307088853437,729.0859703031143,726.175447467573,10000
2001-06-20,730.5965964793404,730.5965964793404,732.0577896722991,729.1354032863817,10000
2001-06-21,730.5994139545566,730.5994139545566,732.0606127824657,729.1382151266474,10000
2001-06-22,731.9346739726526,731.9346739726526,733.3985433205979,730.4708046247073,10000
2001-06-25,727.4888222373911,727.4888222373911,728.9437998818659,726.0338445929164,10000
2001-06-26,720.4057984886849,720.4057984886849,721.8466100856623,718.9649868917076,10000
2001-06-27,731.5742582923621,731.5742582923621,733.0374068089468,730.1111097757773,10000
2001-06-28,739.4734846988924,739.4734846988924,740.9524316682903,737.9945377294946,10000
2001-06-29,736.163086725218,736.163086725218,737.6354128986685,734.6907605517675,10000
2001-07-02,741.3816832885626,741.3816832885626,742.8644466551398,739.8989199219855,10000
2001-07-03,746.6607527320082,746.6607527320082,748.1540742374722,745.1674312265442,10000
2001-07-05,754.2766694751647,754.2766694751647,755.7852228141151,752.7681161362143,10000
2001-07-06,752.4838823827057,752.4838823827057,753.9888501474711,750.9789146179403,10000
2001-07-09,751.116136802166,751.116136802166,752.6183690757704,749.6139045285616,10000
2001-07-10,751.8042254767006,751.8042254767006,753.307833927654,750.3006170257472,10000
2001-07-11,746.3031929841499,746.3031929841499,747.7957993701182,744.8105865981815,10000
2001-07-12,750.6700607428517,750.6700607428517,752.1714008643373,749.168720621366,10000
2001-07-13,749.1473318727101,749.1473318727101,750.6456265364556,747.6490372089646,10000
2001-07-16,749.4657808064536,749.4657808064536,750.9647123680666,747.9668492448407,10000
2001-07-17,746.152662166256,746.152662166256,747.6449674905886,744.6603568419235,10000
2001-07-18,740.9646934161949,740.9646934161949,742.4466228030273,739.4827640293626,10000
2001-07-19,742.7765879315061,742.7765879315061,744.2621411073692,741.2910347556431,10000
2001-07-20,741.7444113742117,741.7444113742117,743.2279001969601,740.2609225514633,10000
2001-07-23,743.9704987069973,743.9704987069973,745.4584397044113,742.4825577095834,10000
2001-07-24,741.2515478928664,741.2515478928664,742.7340509886521,739.7690447970806,10000
2001-07-25,747.3362894157859,747.3362894157859,748.8309619946175,745.8416168369544,10000
2001-07-26,751.578261693857,751.578261693857,753.0814182172447,750.0751051704693,10000
2001-07-27,747.6677962482995,747.6677962482995,749.1631318407962,746.1724606558029,10000
2001-07-30,755.2248522811414,755.2248522811414,756.7353019857036,753.7144025765791,10000
2001-07-31,751.0215363247297,751.0215363247297,752.5235793973792,749.5194932520802,10000
2001-08-01,747.2847599522784,747.2847599522784,748.7793294721829,745.7901904323738,10000
2001-08-02,747.3929892470693,747.3929892470693,748.8877752255635,745.8982032685751,10000
2001-08-03,746.0198378948443,746.0198378948443,747.5118775706339,744.5277982190546,10000
2001-08-06,747.9300117462128,747.9300117462128,749.4258717697053,746.4341517227203,10000
2001-08-07,748.7217334622694,748.7217334622694,750.219176929194,747.2242899953449,10000
2001-08-08,747.082969276863,747.082969276863,748.5771352154167,745.5888033383093,10000
2001-08-09,731.0520735858572,731.0520735858572,732.514177733029,729.5899694386854,10000
2001-08-10,729.8099065701431,729.8099065701431,731.2695263832834,728.3502867570028,10000
2001-08-13,724.7116515545306,724.7116515545306,726.1610748576396,723.2622282514216,10000
2001-08-14,723.5626311532025,723.5626311532025,725.0097564155088,722.1155058908961,10000
2001-08-15,724.7416078527124,724.7416078527124,726.1910910684178,723.292124637007,10000
2001-08-16,726.0022376762893,726.0022376762893,727.4542421516419,724.5502332009366,10000
2001-08-17,715.5865128479221,715.5865128479221,717.017685873618,714.1553398222262,10000
2001-08-20,724.3186654565945,724.3186654565945,725.7673027875078,722.8700281256813,10000
2001-08-21,726.6160341717027,726.6160341717027,728.0692662400461,725.1628021033594,10000
2001-08-22,726.7133587202521,726.7133587202521,728.1667854376926,725.2599320028116,10000
2001-08-23,725.4188192526701,725.4188192526701,726.8696568911755,723.9679816141647,10000
2001-08-24,732.556873137628,732.556873137628,734.0219868839033,731.0917593913528,10000
2001-08-27,733.1703450361474,733.1703450361474,734.6366857262198,731.7040043460751,10000
2001-08-28,734.1811948837064,734.1811948837064,735.6495572734739,732.712832493939,10000
2001-08-29,729.7937358552559,729.7937358552559,731.2533233269664,728.3341483835454,10000
2001-08-30,725.7420545667652,725.7420545667652,727.1935386758987,724.2905704576317,10000
2001-08-31,729.449694052804,729.449694052804,730.9085934409096,727.9907946646985,10000
2001-09-04,737.4799451985787,737.4799451985787,738.9549050889758,736.0049853081815,10000
2001-09-05,735.6373693740322,735.6373693740322,737.1086441127803,734.1660946352841,10000
2001-09-06,732.701867291273,732.701867291273,734.1672710258555,731.2364635566904,10000
2001-09-07,733.0670528436667,733.0670528436667,734.5331869493541,731.6009187379793,10000
2001-09-10,736.7577640209524,736.7577640209524,738.2312795489944,735.2842484929105,10000
2001-09-14,689.7825122042198,689.7825122042198,691.1620772286282,688.4029471798113,10000
2001-09-17,691.1211362567302,691.1211362567302,692.5033785292437,689.7388939842167,10000
2001-09-18,694.7299039270098,694.7299039270098,696.1193637348638,693.3404441191558,10000
2001-09-19,686.603100842997,686.603100842997,687.976307044683,685.229894641311,10000
2001-09-20,690.917643180607,690.917643180607,692.2994784669683,689.5358078942457,10000
2001-09-21,683.5300939872009,683.5300939872009,684.8971541751753,682.1630337992265,10000
2001-09-24,688.6069613039057,688.6069613039057,689.9841752265135,687.2297473812979,10000
2001-09-25,686.0819095495877,686.0819095495877,687.454073368687,684.7097457304885,10000
2001-09-26,680.3256551966051,680.3256551966051,681.6863065069983,678.9650038862119,10000
2001-09-27,683.3507847950688,683.3507847950688,684.717486364659,681.9840832254786,10000
2001-09-28,681.4894062429279,681.4894062429279,682.8523850554137,680.126427430442,10000
2001-10-01,682.0229023989075,682.0229023989075,683.3869482037053,680.6588565941097,10000
2001-10-02,688.1739519543216,688.1739519543216,689.5502998582302,686.797604050413,10000
2001-10-03,686.0310981268112,686.0310981268112,687.4031603230649,684.6590359305576,10000
2001-10-04,686.6126800028886,686.6126800028886,687.9859053628944,685.2394546428828,10000
2001-10-05,684.4914507769985,684.4914507769985,685.8604336785525,683.1224678754445,10000
2001-10-08,681.6534261815776,681.6534261815776,683.0167330339408,680.2901193292145,10000
2001-10-09,690.1710163358149,690.1710163358149,691.5513583684865,688.7906743031433,10000
2001-10-10,698.0244372849877,698.0244372849877,699.4204861595576,696.6283884104178,10000
2001-10-11,707.4125956992757,707.4125956992757,708.8274208906743,705.9977705078771,10000
2001-10-12,699.724975088949,699.724975088949,701.1244250391269,698.3255251387711,10000
2001-10-15,706.5000368152948,706.5000368152948,707.9130368889254,705.0870367416643,10000
2001-10-16,706.0545612986043,706.0545612986043,707.4666704212016,704.642452176007,10000
2001-10-17,703.6357425059022,703.6357425059022,705.043013990914,702.2284710208903,10000
2001-10-18,715.0447805729606,715.0447805729606,716.4748701341065,713.6146910118147,10000
2001-10-19,712.1242136803124,712.1242136803124,713.5484621076731,710.6999652529518,10000
2001-10-22,725.1128556736253,725.1128556736253,726.5630813849725,723.6626299622781,10000
2001-10-23,722.5592090608046,722.5592090608046,724.0043274789263,721.114090642683,10000
2001-10-24,723.0084484007346,723.0084484007346,724.454465297536,721.5624315039331,10000
2001-10-25,718.3447010056337,718.3447010056337,719.7813904076451,716.9080116036224,10000
2001-10-26,718.2261158334001,718.2261158334001,719.6625680650668,716.7896636017333,10000
2001-10-29,714.8204314533701,714.8204314533701,716.2500723162768,713.3907905904634,10000
2001-10-30,710.8857092184446,710.8857092184446,712.3074806368816,709.4639378000077,10000
2001-10-31,713.4443556050678,713.4443556050678,714.871244316278,712.0174668938577,10000
2001-11-01,712.637977016685,712.637977016685,714.0632529707184,711.2127010626516,10000
2001-11-02,712.8072822581748,712.8072822581748,714.2328968226911,711.3816676936585,10000
2001-11-05,716.322330335005,716.322330335005,717.754974995675,714.8896856743349,10000
2001-11-06,712.8948310105477,712.8948310105477,714.3206206725688,711.4690413485266,10000
2001-11-07,710.0365931389872,710.0365931389872,711.4566663252651,708.6165199527093,10000
2001-11-08,720.9898551231468,720.9898551231468,722.431834833393,719.5478754129005,10000
2001-11-09,719.8334511058789,719.8334511058789,721.2731180080907,718.3937842036671,10000
2001-11-12,717.8166876526197,717.8166876526197,719.252321027925,716.3810542773145,10000
2001-11-13,718.6956548755487,718.6956548755487,720.1330461852998,717.2582635657976,10000
2001-11-14,718.4155643554502,718.4155643554502,719.8523954841611,716.9787332267393,10000
2001-11-15,725.8551193811672,725.8551193811672,727.3068296199295,724.4034091424049,10000
2001-11-16,727.2189098562841,727.2189098562841,728.6733476759966,725.7644720365715,10000
2001-11-19,732.5481504213692,732.5481504213692,734.013246722212,731.0830541205264,10000
2001-11-20,731.8009055429377,731.8009055429377,733.2645073540235,730.3373037318519,10000
2001-11-21,732.7082046318677,732.7082046318677,734.1736210411315,731.242788222604,10000
2001-11-26,734.0272775945791,734.0272775945791,735.4953321497683,732.55922303939,10000
2001-11-27,731.8811573455165,731.8811573455165,733.3449196602076,730.4173950308254,10000
2001-11-28,729.3763635832328,729.3763635832328,730.8351163103993,727.9176108560663,10000
2001-11-29,730.8682574182164,730.8682574182164,732.3299939330528,729.40652090338,10000
2001-11-30,730.3497374337086,730.3497374337086,731.810436908576,728.8890379588412,10000
2001-12-03,722.8513564029541,722.8513564029541,724.29705911576,721.4056536901483,10000
2001-12-04,727.1921114625204,727.1921114625204,728.6464956854454,725.7377272395954,10000
2001-12-05,732.3554631281157,732.3554631281157,733.8201740543719,730.8907522018595,10000
2001-12-06,731.033494209551,731.033494209551,732.4955611979701,729.5714272211319,10000
2001-12-07,732.173418236244,732.173418236244,733.6377650727164,730.7090713997715,10000
2001-12-10,736.5785918157845,736.5785918157845,738.0517489994161,735.105434632153,10000
2001-12-11,736.7406749920289,736.7406749920289,738.2141563420129,735.2671936420448,10000
2001-12-12,732.382001444035,732.382001444035,733.8467654469231,730.917237441147,10000
2001-12-13,732.163794489504,732.163794489504,733.628122078483,730.699466900525,10000
2001-12-14,721.692315884598,721.692315884598,723.1357005163671,720.2489312528288,10000
2001-12-17,722.0603699167865,722.0603699167865,723.5044906566201,720.6162491769529,10000
2001-12-18,716.171716043873,716.171716043873,717.6040594759606,714.7393726117853,10000
2001-12-19,728.35474312557,728.35474312557,729.8114526118212,726.8980336393189,10000
2001-12-20,726.4325169114458,726.4325169114458,727.8853819452687,724.9796518776228,10000
2001-12-21,721.7983516204303,721.7983516204303,723.2419483236711,720.3547549171894,10000
2001-12-26,717.821532587027,717.821532587027,719.2571756522011,716.385889521853,10000
2001-12-27,724.0623318333099,724.0623318333099,725.5104564969765,722.6142071696434,10000
2001-12-28,726.7232608047018,726.7232608047018,728.1767073263112,725.2698142830924,10000
2001-12-31,721.007310248161,721.007310248161,722.4493248686574,719.5652956276647,10000
2002-01-02,720.0441245867664,720.0441245867664,721.48421283594,718.6040363375929,10000
2002-01-03,721.8863363245265,721.8863363245265,723.3301089971756,720.4425636518774,10000
2002-01-04,719.7434460101072,719.7434460101072,721.1829329021274,718.3039591180869,10000
2002-01-07,721.0031599241147,721.0031599241147,722.445166243963,719.5611536042665,10000
2002-01-08,720.157477186065,720.157477186065,721.5977921404372,718.7171622316928,10000
2002-01-09,708.3581258730661,708.3581258730661,709.7748421248123,706.94140962132,10000
